{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.39999999999999997, 0.15000000000000002, 0.45000000000000007], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 96408.85711631364, 'shape_smoothness': 30.512126198206676, 'edge_consistency': 139693.69753383574, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.1012329616235357, 'intensity_variance_error': 0.82644057566757, 'peak_intensity_consistency': 13.095139216603608, 'ge_normalized': 0.5068131262863624, 'ge': 279337.1970469403, 'spatial_spread_error': 13.43895658742484, 'gap_error': 0.8738383109244413}
{'weights': [0.39999999999999997, 0.15000000000000002, 0.45000000000000007], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 24333.007142857143, 'shape_smoothness': 78.7342720658459, 'edge_consistency': 426795.0825779489, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0364933788067607, 'intensity_variance_error': 0.8297323721999449, 'peak_intensity_consistency': 13.25335861711145, 'ge_normalized': 0.525688332609374, 'ge': 202902.6706193079, 'spatial_spread_error': 13.3051936314407, 'gap_error': 0.8755409128653003}
{'weights': [0.39999999999999997, 0.15000000000000002, 0.45000000000000007], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 80375.65601190476, 'shape_smoothness': 96.57377962764097, 'edge_consistency': 139965.12534461546, 'edge_intensity_error': 0.7387167400440041, 'intensity_gradient_error': 0.8839801333532952, 'intensity_variance_error': 0.7477463234567949, 'peak_intensity_consistency': 16.3504800754544, 'ge_normalized': 0.5574891469380192, 'ge': 180437.66958999413, 'spatial_spread_error': 12.939466477589624, 'gap_error': 0.9076314577151187}
{'weights': [0.39999999999999997, 0.15000000000000002, 0.45000000000000007], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17851.521932234435, 'shape_smoothness': 63.87453250256956, 'edge_consistency': 426582.839458591, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.1359366149285222, 'intensity_variance_error': 0.847702068232102, 'peak_intensity_consistency': 9.083167309143818, 'ge_normalized': 0.541399105374738, 'ge': 200497.05935974352, 'spatial_spread_error': 13.160422135467842, 'gap_error': 0.8560512492090279}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 78779.28514109347, 'shape_smoothness': 123.8917686614382, 'edge_consistency': 426808.15073163895, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8358087236737578, 'intensity_variance_error': 0.46412923022579683, 'peak_intensity_consistency': 14.180033948895286, 'ge_normalized': 0.5272296172906612, 'ge': 206044.3999514215, 'spatial_spread_error': 14.649610641125632, 'gap_error': 0.9076676204452384}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89602.05012939958, 'shape_smoothness': 178.72747376195244, 'edge_consistency': 426757.0882853015, 'edge_intensity_error': 0.32230703985633385, 'intensity_gradient_error': 0.9666884522442164, 'intensity_variance_error': 0.48724992206434886, 'peak_intensity_consistency': 18.46022383002185, 'ge_normalized': 0.49896084048332806, 'ge': 209118.93574800272, 'spatial_spread_error': 14.51419545360904, 'gap_error': 0.9095386647734479}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 100334.27441643324, 'shape_smoothness': 101.33178910455398, 'edge_consistency': 426634.43560312083, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8594300111763165, 'intensity_variance_error': 0.7413152476248209, 'peak_intensity_consistency': 17.39763128312435, 'ge_normalized': 0.5455811578340949, 'ge': 229484.9106206514, 'spatial_spread_error': 13.474357364273049, 'gap_error': 0.8831413227650473}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 28079.09817475377, 'shape_smoothness': 56.49485255360776, 'edge_consistency': 426106.2497755292, 'edge_intensity_error': 0.5712889893631529, 'intensity_gradient_error': 0.8217168489773128, 'intensity_variance_error': 0.6897958884396947, 'peak_intensity_consistency': 9.783061119256303, 'ge_normalized': 0.6419143210326196, 'ge': 152391.22292986934, 'spatial_spread_error': 10.127581799738714, 'gap_error': 0.8866370090725889}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 28720.05, 'shape_smoothness': 47.27465501830531, 'edge_consistency': 1090323.054438829, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8303232013556051, 'intensity_variance_error': 0.7231378126080625, 'peak_intensity_consistency': 8.946391653776026, 'ge_normalized': 0.7119373851261978, 'ge': 146516.37465313476, 'spatial_spread_error': 9.840750262748374, 'gap_error': 0.8516370817391227}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 61992.60952380952, 'shape_smoothness': 185.58920945340253, 'edge_consistency': 425365.2189001492, 'edge_intensity_error': 0.10184661696905854, 'intensity_gradient_error': 1.0653084382314173, 'intensity_variance_error': 0.772149561528054, 'peak_intensity_consistency': 14.683834191937514, 'ge_normalized': 0.6196358559410636, 'ge': 197971.92997420646, 'spatial_spread_error': 13.83775897488988, 'gap_error': 0.8903650946453805}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12516.463865546217, 'shape_smoothness': 36.55637129910809, 'edge_consistency': 426723.0303360839, 'edge_intensity_error': 0.04486125733838301, 'intensity_gradient_error': 1.0501660641891906, 'intensity_variance_error': 0.7967307710231465, 'peak_intensity_consistency': 8.056301363525433, 'ge_normalized': 0.6764821977511883, 'ge': 165618.25932402143, 'spatial_spread_error': 11.20584669766743, 'gap_error': 0.8294589928181663}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89697.09859095153, 'shape_smoothness': 97.41878461958508, 'edge_consistency': 425765.2743855145, 'edge_intensity_error': 0.1799961952198009, 'intensity_gradient_error': 0.8304873648947116, 'intensity_variance_error': 0.7047862140067208, 'peak_intensity_consistency': 17.072526392940222, 'ge_normalized': 0.59897739129665, 'ge': 206076.89245667693, 'spatial_spread_error': 12.422708256844274, 'gap_error': 0.8910174098900828}
{'weights': [0.39999999999999997, 0.2, 0.4000000000000001], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 20849.18315018315, 'shape_smoothness': 64.14621354766028, 'edge_consistency': 426678.0020749653, 'edge_intensity_error': 0.3621925981779445, 'intensity_gradient_error': 1.0284890129811481, 'intensity_variance_error': 0.8314030123874941, 'peak_intensity_consistency': 10.169811121352526, 'ge_normalized': 0.5467215268561728, 'ge': 211212.44180572414, 'spatial_spread_error': 13.0157619411292, 'gap_error': 0.8568864228118356}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 62061.105075187974, 'shape_smoothness': 68.1907295644542, 'edge_consistency': 425882.00586776546, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9156727088443667, 'intensity_variance_error': 0.7536254398539367, 'peak_intensity_consistency': 10.888357581432167, 'ge_normalized': 0.5534409726900139, 'ge': 203092.88190958486, 'spatial_spread_error': 11.41893283031367, 'gap_error': 0.8692708700352233}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 19710.43486317604, 'shape_smoothness': 91.71865107298434, 'edge_consistency': 426278.74686164147, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.010110851327951, 'intensity_variance_error': 0.8040350246337441, 'peak_intensity_consistency': 11.38845016399506, 'ge_normalized': 0.5548806281018691, 'ge': 197152.32413467948, 'spatial_spread_error': 12.30634510752546, 'gap_error': 0.9025629213484119}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89633.71332815736, 'shape_smoothness': 187.00897667428526, 'edge_consistency': 426740.53576944553, 'edge_intensity_error': 0.3055210201895248, 'intensity_gradient_error': 0.9707791620385935, 'intensity_variance_error': 0.49888448713212225, 'peak_intensity_consistency': 18.465082004325332, 'ge_normalized': 0.4990938053774259, 'ge': 211435.84050986767, 'spatial_spread_error': 14.559449133703062, 'gap_error': 0.9081971674430407}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 29202.419216798527, 'shape_smoothness': 42.42517451450869, 'edge_consistency': 426427.12491569057, 'edge_intensity_error': 0.19618735070612905, 'intensity_gradient_error': 0.8185201704827073, 'intensity_variance_error': 0.6936948872305373, 'peak_intensity_consistency': 7.694299102508064, 'ge_normalized': 0.6394337156375727, 'ge': 157610.2677578089, 'spatial_spread_error': 10.365606628011875, 'gap_error': 0.9007001485342672}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16002.719266396685, 'shape_smoothness': 168.57628474589225, 'edge_consistency': 426623.1866895138, 'edge_intensity_error': 0.7111523602315618, 'intensity_gradient_error': 0.9572758316596808, 'intensity_variance_error': 0.6637813494786181, 'peak_intensity_consistency': 15.442793804030686, 'ge_normalized': 0.8290504703244727, 'ge': 126099.46247606167, 'spatial_spread_error': 12.49340849451936, 'gap_error': 0.8613597451676082}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 73660.50952380952, 'shape_smoothness': 212.4483874643994, 'edge_consistency': 426664.2262090498, 'edge_intensity_error': 0.2234191444090893, 'intensity_gradient_error': 0.9939937768176422, 'intensity_variance_error': 0.5003835713893044, 'peak_intensity_consistency': 19.214493580417678, 'ge_normalized': 0.5222804593727725, 'ge': 187004.66630279156, 'spatial_spread_error': 14.452529316146203, 'gap_error': 0.9016074897427364}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 73513.65277777778, 'shape_smoothness': 212.42206190703686, 'edge_consistency': 426663.8152833288, 'edge_intensity_error': 0.22838061478552021, 'intensity_gradient_error': 0.9950356378197244, 'intensity_variance_error': 0.5007667830001502, 'peak_intensity_consistency': 19.221758907371523, 'ge_normalized': 0.5227888229620549, 'ge': 186836.991627718, 'spatial_spread_error': 14.495324142416678, 'gap_error': 0.901673367466012}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14605.886111111111, 'shape_smoothness': 44.77497892987515, 'edge_consistency': 426564.96902430576, 'edge_intensity_error': 0.22128342634909415, 'intensity_gradient_error': 0.8035117811334506, 'intensity_variance_error': 0.7101705107967012, 'peak_intensity_consistency': 7.7871840578171545, 'ge_normalized': 0.7053811238981477, 'ge': 149202.1023029387, 'spatial_spread_error': 10.298794884195777, 'gap_error': 0.8653455429047702}
{'weights': [0.39999999999999997, 0.25, 0.3500000000000001], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 27204.305097053486, 'shape_smoothness': 55.21527822535052, 'edge_consistency': 426339.8753541603, 'edge_intensity_error': 0.5379391204767926, 'intensity_gradient_error': 0.8145556876317901, 'intensity_variance_error': 0.6878010513277572, 'peak_intensity_consistency': 9.720800030539316, 'ge_normalized': 0.6460585432957201, 'ge': 152094.5029662697, 'spatial_spread_error': 10.098934644916346, 'gap_error': 0.8870125695050958}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108835.92016806721, 'shape_smoothness': 69.98755962704415, 'edge_consistency': 426605.2974442724, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8915413335595481, 'intensity_variance_error': 0.7335374438941633, 'peak_intensity_consistency': 12.926977558374652, 'ge_normalized': 0.5244394688453478, 'ge': 240893.2689229503, 'spatial_spread_error': 13.24623150202972, 'gap_error': 0.8741985774745881}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 66874.79663865546, 'shape_smoothness': 112.386962423626, 'edge_consistency': 1089707.5373102722, 'edge_intensity_error': 0.7967801102244491, 'intensity_gradient_error': 0.797954601375162, 'intensity_variance_error': 0.5800564601561242, 'peak_intensity_consistency': 18.372604018389826, 'ge_normalized': 0.574156762006764, 'ge': 202586.02032424542, 'spatial_spread_error': 12.917557962852264, 'gap_error': 0.8947857256950331}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13632.46050420168, 'shape_smoothness': 72.03853455267989, 'edge_consistency': 426441.12569296657, 'edge_intensity_error': 0.1702159306363722, 'intensity_gradient_error': 0.9507174561755954, 'intensity_variance_error': 0.7908170994616749, 'peak_intensity_consistency': 7.422980127859074, 'ge_normalized': 0.6848251387926444, 'ge': 159843.7721559287, 'spatial_spread_error': 11.174289153313431, 'gap_error': 0.833389100094165}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 24124.359523809526, 'shape_smoothness': 77.19858506197625, 'edge_consistency': 426821.0331971229, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0306416402426486, 'intensity_variance_error': 0.8261474982646518, 'peak_intensity_consistency': 13.09565155331528, 'ge_normalized': 0.5473321203217821, 'ge': 198400.3835496807, 'spatial_spread_error': 13.32087016795239, 'gap_error': 0.8634492999643909}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 18395.90103519669, 'shape_smoothness': 100.05737777657487, 'edge_consistency': 426672.9962292155, 'edge_intensity_error': 0.33911351594031675, 'intensity_gradient_error': 1.0428059010833166, 'intensity_variance_error': 0.8539156585086657, 'peak_intensity_consistency': 14.044586851535946, 'ge_normalized': 0.5231079593637604, 'ge': 213893.26221273458, 'spatial_spread_error': 12.789440042416969, 'gap_error': 0.8858303947477916}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17503.44255952381, 'shape_smoothness': 56.64283846532964, 'edge_consistency': 1090153.2075673745, 'edge_intensity_error': 0.5368633860225048, 'intensity_gradient_error': 0.7854318340515389, 'intensity_variance_error': 0.6855697485168287, 'peak_intensity_consistency': 9.445452508098866, 'ge_normalized': 0.7700448514075541, 'ge': 144678.70645784173, 'spatial_spread_error': 9.99742401242537, 'gap_error': 0.8634127266066235}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 103422.39039499858, 'shape_smoothness': 84.94333162243952, 'edge_consistency': 426727.3111742263, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8500788332662337, 'intensity_variance_error': 0.7619783765254233, 'peak_intensity_consistency': 16.95063398471204, 'ge_normalized': 0.5622396090264868, 'ge': 233412.66686191366, 'spatial_spread_error': 13.451906313445305, 'gap_error': 0.8854061520855462}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36925.71428571428, 'shape_smoothness': 69.67238163014679, 'edge_consistency': 426158.68968860497, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.2092604090566763, 'intensity_variance_error': 0.7731800375482875, 'peak_intensity_consistency': 10.868692857501392, 'ge_normalized': 0.5656528379936887, 'ge': 189720.91500147976, 'spatial_spread_error': 12.443745411865573, 'gap_error': 0.8430304014447237}
{'weights': [0.39999999999999997, 0.3, 0.3000000000000001], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 103586.6185279909, 'shape_smoothness': 85.06670020474407, 'edge_consistency': 426726.83219002886, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8493313650397337, 'intensity_variance_error': 0.7614381974362555, 'peak_intensity_consistency': 16.957242241186204, 'ge_normalized': 0.5620906809195282, 'ge': 233405.3938208979, 'spatial_spread_error': 13.47196640159885, 'gap_error': 0.8854127361343406}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 27178.808683473388, 'shape_smoothness': 62.224399169536774, 'edge_consistency': 426497.81009838317, 'edge_intensity_error': 0.5862712704653811, 'intensity_gradient_error': 0.8431872520382114, 'intensity_variance_error': 0.6131457686311946, 'peak_intensity_consistency': 11.024434535180587, 'ge_normalized': 0.5474954791386891, 'ge': 157746.2097658904, 'spatial_spread_error': 9.86385666731512, 'gap_error': 0.8764631352105215}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 70465.49159663865, 'shape_smoothness': 93.20765679630699, 'edge_consistency': 1089434.7932856574, 'edge_intensity_error': 0.19861340334300195, 'intensity_gradient_error': 0.8478555285989103, 'intensity_variance_error': 0.6367875931571376, 'peak_intensity_consistency': 18.421289615133265, 'ge_normalized': 0.5643208027113467, 'ge': 209266.48613090566, 'spatial_spread_error': 12.825353611621999, 'gap_error': 0.8951622352076191}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 35801.01601731602, 'shape_smoothness': 75.90634063611557, 'edge_consistency': 426704.3686128861, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.100165133149239, 'intensity_variance_error': 0.8806666822938224, 'peak_intensity_consistency': 11.745182374512536, 'ge_normalized': 0.4395417891031055, 'ge': 235825.5935426446, 'spatial_spread_error': 13.617814833314517, 'gap_error': 0.8708919759029271}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 21897.234285714283, 'shape_smoothness': 82.46775598643205, 'edge_consistency': 426620.5254047134, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0095125043431012, 'intensity_variance_error': 0.8264971885378735, 'peak_intensity_consistency': 10.543803947960633, 'ge_normalized': 0.5527806407054796, 'ge': 203944.91546879362, 'spatial_spread_error': 12.484957184129861, 'gap_error': 0.8940110254806365}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89849.11715367966, 'shape_smoothness': 193.5377364551343, 'edge_consistency': 426715.9268121209, 'edge_intensity_error': 0.3369865961603464, 'intensity_gradient_error': 0.982735557046745, 'intensity_variance_error': 0.5043490986995555, 'peak_intensity_consistency': 18.204045792097663, 'ge_normalized': 0.49927374820752507, 'ge': 213889.55573535198, 'spatial_spread_error': 14.592333316291743, 'gap_error': 0.9079915935906557}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14018.218722943724, 'shape_smoothness': 39.19885796349558, 'edge_consistency': 426697.9070223447, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8211263840389084, 'intensity_variance_error': 0.742267401972389, 'peak_intensity_consistency': 7.254082292257761, 'ge_normalized': 0.6987010859490952, 'ge': 151467.91170977717, 'spatial_spread_error': 10.589809787038947, 'gap_error': 0.8652187842638153}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 87421.11051693406, 'shape_smoothness': 93.79684335052367, 'edge_consistency': 425706.0761583588, 'edge_intensity_error': 0.18705167828881394, 'intensity_gradient_error': 0.8318872041072725, 'intensity_variance_error': 0.7065671500715686, 'peak_intensity_consistency': 16.953535627571124, 'ge_normalized': 0.5891874944724249, 'ge': 205532.52187909753, 'spatial_spread_error': 12.565084003903337, 'gap_error': 0.8877312735928465}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 112537.16108197358, 'shape_smoothness': 86.21068885164125, 'edge_consistency': 426964.16698782, 'edge_intensity_error': 0.6657302412664371, 'intensity_gradient_error': 0.8449994879781819, 'intensity_variance_error': 0.7271621722257026, 'peak_intensity_consistency': 16.099947336396706, 'ge_normalized': 0.5785446977530583, 'ge': 195185.8376561432, 'spatial_spread_error': 13.333269642873367, 'gap_error': 0.9054691568349945}
{'weights': [0.39999999999999997, 0.35, 0.2500000000000001], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30443.26785714286, 'shape_smoothness': 79.1059800245276, 'edge_consistency': 426643.5479399756, 'edge_intensity_error': 0.6595769729209134, 'intensity_gradient_error': 0.8746658084726372, 'intensity_variance_error': 0.7350937871421662, 'peak_intensity_consistency': 13.380095304108634, 'ge_normalized': 0.5574342083025533, 'ge': 165349.9105452092, 'spatial_spread_error': 11.294375456932892, 'gap_error': 0.8903404125835825}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 79122.78994708996, 'shape_smoothness': 127.2984148185417, 'edge_consistency': 426791.03042474296, 'edge_intensity_error': 0.07533750578161562, 'intensity_gradient_error': 0.8417037210637538, 'intensity_variance_error': 0.5127650230939498, 'peak_intensity_consistency': 19.51220331074522, 'ge_normalized': 0.5238521052492917, 'ge': 206002.3986752365, 'spatial_spread_error': 14.676328860750624, 'gap_error': 0.9059316140887438}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 83332.53968253969, 'shape_smoothness': 66.94191852896041, 'edge_consistency': 426569.0856331159, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9108885647244406, 'intensity_variance_error': 0.7154436142942281, 'peak_intensity_consistency': 12.927624382334377, 'ge_normalized': 0.5240247622992623, 'ge': 228087.50766164507, 'spatial_spread_error': 13.3150860964317, 'gap_error': 0.8671771704451442}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 33810.38672599184, 'shape_smoothness': 36.5857443965348, 'edge_consistency': 426497.93959961645, 'edge_intensity_error': 0.20084118594159564, 'intensity_gradient_error': 0.7937295856607399, 'intensity_variance_error': 0.6646171902779867, 'peak_intensity_consistency': 6.397002433288923, 'ge_normalized': 0.6418086381334648, 'ge': 160525.24716524713, 'spatial_spread_error': 10.325478110799583, 'gap_error': 0.8986900773841233}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 41616.59894179894, 'shape_smoothness': 89.3888288406152, 'edge_consistency': 426186.67953854456, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9406743117713002, 'intensity_variance_error': 0.7576658327427923, 'peak_intensity_consistency': 15.191484456217609, 'ge_normalized': 0.581370358045597, 'ge': 205793.51264372133, 'spatial_spread_error': 12.529748317586899, 'gap_error': 0.901880057216968}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 80354.29154761905, 'shape_smoothness': 193.21938909754056, 'edge_consistency': 426695.4221117814, 'edge_intensity_error': 0.1698999674165945, 'intensity_gradient_error': 0.9745613174242321, 'intensity_variance_error': 0.4975611110630515, 'peak_intensity_consistency': 19.49805589116414, 'ge_normalized': 0.5200951046162379, 'ge': 189158.2368410615, 'spatial_spread_error': 14.513256958646464, 'gap_error': 0.911906821162014}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 23710.48144499179, 'shape_smoothness': 40.36891097399109, 'edge_consistency': 426716.30227986496, 'edge_intensity_error': 0.08210983361323532, 'intensity_gradient_error': 0.9436348392033151, 'intensity_variance_error': 0.7135027910197049, 'peak_intensity_consistency': 6.036156804969948, 'ge_normalized': 0.5343170226142534, 'ge': 186018.59324124912, 'spatial_spread_error': 11.66429199894994, 'gap_error': 0.9072826946170861}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 78639.425, 'shape_smoothness': 198.87475044165265, 'edge_consistency': 426685.34298799495, 'edge_intensity_error': 0.16861348206781765, 'intensity_gradient_error': 0.9775204053014375, 'intensity_variance_error': 0.502461787979158, 'peak_intensity_consistency': 19.620497596641346, 'ge_normalized': 0.5287402446413797, 'ge': 185990.0128206484, 'spatial_spread_error': 14.569924150874288, 'gap_error': 0.9036704192160984}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 33183.15197132616, 'shape_smoothness': 40.25525230692018, 'edge_consistency': 426455.78305921046, 'edge_intensity_error': 0.21922151849623525, 'intensity_gradient_error': 0.8071889067830993, 'intensity_variance_error': 0.6934169719218594, 'peak_intensity_consistency': 7.105858003456789, 'ge_normalized': 0.6468634288829654, 'ge': 156834.14330819345, 'spatial_spread_error': 10.291923170348857, 'gap_error': 0.9162584703493888}
{'weights': [0.39999999999999997, 0.39999999999999997, 0.20000000000000012], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 24029.93431855501, 'shape_smoothness': 75.8909200725688, 'edge_consistency': 426856.60195775377, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0277261761574137, 'intensity_variance_error': 0.81922955261153, 'peak_intensity_consistency': 12.91706853931818, 'ge_normalized': 0.5651376558178959, 'ge': 194335.721397834, 'spatial_spread_error': 13.224627701807862, 'gap_error': 0.8625056342105948}
